Surface,Bedrooms,Bathrooms,Location,Price
57.0,2.0,1.0,Nunoa,450000.0
48.0,2.0,2.0,Nunoa,571430.0
70.0,2.0,2.0,Nunoa,560000.0
44.0,2.0,1.0,Nunoa,450000.0
53.0,2.0,2.0,Nunoa,440000.0
67.0,3.0,1.0,Nunoa,450000.0
36.0,1.0,1.0,Nunoa,450000.0
70.0,2.0,2.0,Nunoa,600000.0
53.0,2.0,2.0,Nunoa,600000.0
80.0,2.0,2.0,Nunoa,600000.0
96.0,3.0,3.0,Nunoa,1100000.0
50.0,2.0,1.0,La Florida,420000.0
52.0,2.0,2.0,La Florida,420000.0
54.0,2.0,2.0,Macul,488000.0
70.0,3.0,2.0,Recoleta,478606.0
48.0,3.0,1.0,La Cisterna,420000.0
33.0,1.0,1.0,Macul,447000.0
38.0,1.0,1.0,Macul,380000.0
75.0,3.0,2.0,Estacion Central,450000.0
58.0,2.0,2.0,La Cisterna,479163.0
55.0,3.0,1.0,La Florida,485000.0
48.0,2.0,2.0,Estacion Central,420000.0
80.0,2.0,2.0,La Florida,480000.0
60.0,3.0,2.0,Recoleta,450000.0
41.0,2.0,1.0,La Cisterna,420000.0
49.0,2.0,1.0,La Florida,480000.0
55.0,2.0,2.0,La Florida,420000.0
60.0,3.0,2.0,La Cisterna,420000.0
52.0,2.0,2.0,Penalolen,489000.0
49.0,3.0,1.0,Puente Alto,420000.0
75.0,3.0,2.0,La Cisterna,476192.0
47.0,2.0,2.0,La Florida,444446.0
70.0,2.0,2.0,Conchali,450000.0
33.0,1.0,1.0,Macul,380000.0
47.0,2.0,1.0,San Joaquin,450000.0
75.0,3.0,2.0,Estacion Central,450000.0
47.0,2.0,2.0,La Cisterna,470000.0
47.0,2.0,1.0,La Cisterna,420000.0
64.0,2.0,2.0,La Florida,475000.0
80.0,3.0,2.0,Maipu,490000.0
48.0,2.0,1.0,Estacion Central,380000.0
51.0,2.0,2.0,Independencia,475000.0
48.0,3.0,1.0,Quilicura,380000.0
47.0,2.0,2.0,Estacion Central,420000.0
64.0,2.0,2.0,La Florida,475000.0
47.0,2.0,1.0,La Florida,420000.0
57.0,3.0,1.0,Cerro Navia,450000.0
44.0,2.0,1.0,Estacion Central,420000.0
52.0,2.0,2.0,La Florida,445000.0
48.0,3.0,1.0,La Cisterna,410000.0
65.0,2.0,1.0,Estacion Central,410000.0
60.0,3.0,1.0,La Florida,420000.0
50.0,2.0,1.0,La Florida,410000.0
65.0,2.0,2.0,Recoleta,450000.0
51.0,2.0,2.0,La Florida,420000.0
48.0,2.0,1.0,Estacion Central,380000.0
48.0,2.0,2.0,Estacion Central,480000.0
33.0,1.0,1.0,San Joaquin,380000.0
48.0,2.0,2.0,Macul,480000.0
40.0,2.0,1.0,Macul,420000.0
52.0,2.0,2.0,Estacion Central,480000.0
46.0,2.0,1.0,La Cisterna,380000.0
46.0,2.0,2.0,La Cisterna,419000.0
48.0,2.0,1.0,Independencia,420000.0
42.0,2.0,1.0,Independencia,420000.0
46.0,2.0,2.0,Estacion Central,419500.0
56.0,2.0,2.0,La Cisterna,481722.0
66.0,3.0,2.0,Independencia,420000.0
38.0,2.0,1.0,Independencia,420000.0
38.0,1.0,1.0,Recoleta,380000.0
48.0,2.0,2.0,Maipu,420000.0
60.0,2.0,1.0,Estacion Central,450000.0
43.0,2.0,2.0,Maipu,420000.0
38.0,2.0,1.0,San Joaquin,420000.0
65.0,3.0,2.0,Independencia,420000.0
70.0,3.0,2.0,Independencia,420000.0
49.0,2.0,2.0,La Florida,449990.0
43.0,2.0,1.0,Independencia,415000.0
59.0,2.0,2.0,La Florida,480000.0
54.0,2.0,1.0,La Cisterna,420000.0
55.0,3.0,1.0,Lampa,480000.0
74.0,3.0,2.0,Recoleta,660000.0
48.0,2.0,1.0,San Joaquin,450000.0
54.0,2.0,2.0,Independencia,412700.0
50.0,2.0,2.0,Estacion Central,420000.0
52.0,3.0,1.0,La Florida,380000.0
58.0,2.0,2.0,Estacion Central,450000.0
43.0,2.0,1.0,Independencia,420000.0
47.0,2.0,2.0,Estacion Central,415000.0
48.0,2.0,1.0,San Joaquin,450000.0
52.0,2.0,1.0,Quinta Normal,420000.0
70.0,3.0,2.0,La Florida,480000.0
50.0,2.0,2.0,Maipu,380000.0
58.0,2.0,1.0,Independencia,380000.0
90.0,2.0,2.0,Huechuraba,680000.0
42.0,2.0,1.0,San Joaquin,450000.0
70.0,3.0,1.0,Estacion Central,420000.0
35.0,1.0,1.0,La Florida,420000.0
72.0,2.0,2.0,Penalolen,650796.0
48.0,2.0,2.0,Estacion Central,420000.0
51.0,2.0,2.0,La Florida,450000.0
60.0,1.0,1.0,Recoleta,421173.0
487.0,3.0,1.0,San Bernardo,380000.0
60.0,3.0,2.0,Estacion Central,450000.0
45.0,2.0,1.0,La Florida,450000.0
41.0,2.0,1.0,Independencia,440000.0
45.0,2.0,1.0,Estacion Central,380000.0
52.0,3.0,2.0,Maipu,450000.0
46.0,2.0,1.0,La Florida,430000.0
50.0,3.0,1.0,Maipu,450000.0
60.0,2.0,2.0,Independencia,450000.0
55.0,2.0,2.0,Estacion Central,450000.0
51.0,2.0,2.0,Estacion Central,380000.0
70.0,3.0,2.0,Estacion Central,450000.0
60.0,2.0,2.0,Independencia,450000.0
50.0,3.0,1.0,Quinta Normal,430000.0
60.0,2.0,2.0,La Florida,450000.0
58.0,2.0,2.0,La Florida,430000.0
47.0,2.0,1.0,La Florida,452000.0
45.0,2.0,1.0,Independencia,430000.0
45.0,2.0,1.0,Macul,430000.0
47.0,2.0,1.0,La Florida,454000.0
67.0,3.0,2.0,Huechuraba,690000.0
47.0,2.0,1.0,La Florida,454000.0
40.0,2.0,1.0,La Florida,455000.0
52.0,2.0,1.0,Quinta Normal,430000.0
42.0,2.0,1.0,La Florida,430000.0
48.0,2.0,1.0,La Cisterna,380000.0
43.0,2.0,1.0,Independencia,457144.0
105.0,2.0,2.0,Penalolen,698415.0
40.0,2.0,1.0,La Florida,450000.0
55.0,2.0,2.0,La Florida,450000.0
56.0,2.0,1.0,La Florida,450000.0
48.0,2.0,1.0,San Joaquin,450000.0
92.0,3.0,2.0,Macul,700000.0
60.0,2.0,2.0,La Florida,450000.0
47.0,2.0,2.0,La Florida,450000.0
42.0,2.0,1.0,La Florida,440000.0
80.0,3.0,2.0,La Florida,700000.0
49.0,3.0,1.0,Conchali,440000.0
50.0,1.0,1.0,Macul,440000.0
62.0,3.0,2.0,La Florida,450000.0
60.0,2.0,2.0,La Florida,450000.0
65.0,3.0,1.0,Conchali,440000.0
51.0,2.0,2.0,La Florida,450000.0
50.0,2.0,1.0,Recoleta,439999.0
47.0,2.0,1.0,La Florida,439000.0
78.0,2.0,2.0,Huechuraba,700000.0
42.0,2.0,1.0,La Florida,438000.0
60.0,3.0,2.0,Independencia,450000.0
70.0,2.0,2.0,La Florida,450000.0
53.0,2.0,1.0,La Florida,435000.0
32.0,1.0,1.0,Recoleta,380000.0
70.0,3.0,2.0,La Florida,450000.0
43.0,2.0,2.0,La Florida,433000.0
80.0,3.0,1.0,Cerrillos,450000.0
57.0,2.0,1.0,Maipu,450000.0
50.0,2.0,1.0,La Cisterna,420000.0
96.0,3.0,2.0,Macul,690000.0
57.0,2.0,2.0,La Florida,700000.0
41.0,2.0,1.0,La Cisterna,425000.0
54.0,2.0,2.0,Macul,450000.0
67.0,3.0,2.0,Estacion Central,465000.0
60.0,2.0,2.0,Macul,450000.0
67.0,3.0,2.0,Estacion Central,465000.0
52.0,2.0,2.0,La Florida,465000.0
50.0,2.0,2.0,Macul,425000.0
62.0,2.0,2.0,Macul,470000.0
64.0,2.0,2.0,La Florida,470000.0
60.0,2.0,1.0,Penalolen,470000.0
52.0,3.0,1.0,Puente Alto,470000.0
47.0,2.0,1.0,La Florida,441000.0
50.0,2.0,1.0,Macul,450000.0
47.0,2.0,1.0,La Florida,441000.0
45.0,2.0,2.0,Estacion Central,470000.0
45.0,2.0,2.0,Macul,470000.0
34.0,1.0,1.0,Macul,380000.0
60.0,3.0,1.0,Quinta Normal,441274.0
70.0,3.0,2.0,La Florida,470000.0
57.0,2.0,1.0,La Cisterna,450000.0
52.0,2.0,2.0,San Joaquin,470000.0
58.0,2.0,2.0,Macul,425000.0
94.0,2.0,2.0,Penalolen,700000.0
60.0,3.0,1.0,Recoleta,422130.0
46.0,2.0,2.0,Estacion Central,421500.0
49.0,2.0,2.0,Macul,450000.0
75.0,3.0,2.0,La Florida,430000.0
106.0,3.0,3.0,Huechuraba,700000.0
47.0,2.0,1.0,La Florida,460000.0
46.0,2.0,1.0,Estacion Central,430000.0
65.0,2.0,1.0,Maipu,450000.0
48.0,2.0,2.0,Estacion Central,430000.0
57.0,2.0,2.0,La Cisterna,430000.0
56.0,2.0,2.0,Maipu,450000.0
98.0,3.0,2.0,Huechuraba,700000.0
55.0,2.0,2.0,Recoleta,430000.0
47.0,2.0,2.0,Quinta Normal,460000.0
47.0,2.0,1.0,San Joaquin,430000.0
53.0,2.0,2.0,Macul,460000.0
47.0,2.0,2.0,Estacion Central,380000.0
55.0,2.0,2.0,La Florida,430000.0
80.0,3.0,2.0,La Florida,490000.0
52.0,2.0,2.0,Estacion Central,460000.0
47.0,3.0,1.0,Macul,430000.0
47.0,2.0,2.0,Estacion Central,460000.0
42.0,2.0,1.0,Estacion Central,450000.0
50.0,2.0,2.0,Estacion Central,430000.0
53.0,2.0,2.0,La Cisterna,460000.0
65.0,2.0,2.0,La Cisterna,430000.0
50.0,2.0,1.0,Macul,450000.0
60.0,2.0,2.0,La Florida,460000.0
33.0,1.0,1.0,La Florida,430000.0
53.0,3.0,1.0,La Cisterna,460000.0
49.0,2.0,2.0,Estacion Central,460000.0
46.0,2.0,2.0,Estacion Central,425500.0
47.0,2.0,2.0,La Florida,470000.0
56.0,2.0,2.0,Macul,500000.0
48.0,2.0,2.0,Estacion Central,410000.0
68.0,3.0,2.0,La Reina,550000.0
68.0,3.0,3.0,Maipu,390000.0
59.0,1.0,1.0,Recoleta,550000.0
56.0,3.0,1.0,El Bosque,390000.0
35.0,1.0,1.0,San Joaquin,390000.0
32.0,1.0,1.0,Estacion Central,390000.0
75.0,3.0,2.0,La Florida,550000.0
51.0,2.0,2.0,La Florida,550000.0
35.0,1.0,1.0,San Joaquin,390000.0
43.0,2.0,1.0,San Bernardo,390000.0
60.0,3.0,2.0,Macul,550000.0
57.0,3.0,1.0,Quinta Normal,380000.0
595.0,3.0,2.0,La Cisterna,550000.0
74.0,2.0,1.0,La Reina,550000.0
59.0,2.0,2.0,Recoleta,550000.0
80.0,3.0,2.0,Independencia,550000.0
80.0,3.0,2.0,Macul,550000.0
48.0,2.0,1.0,Estacion Central,390000.0
66.0,3.0,2.0,Macul,613000.0
95.0,3.0,2.0,La Reina,550000.0
35.0,1.0,1.0,San Joaquin,390000.0
45.0,2.0,1.0,Macul,390000.0
46.0,2.0,1.0,Quinta Normal,390000.0
56.0,3.0,1.0,La Granja,390000.0
63.0,2.0,2.0,Macul,550000.0
75.0,3.0,2.0,Recoleta,550000.0
41.0,2.0,1.0,La Cisterna,390000.0
43.0,2.0,1.0,La Cisterna,390000.0
50.0,3.0,1.0,Maipu,390000.0
65.0,3.0,2.0,Maipu,550000.0
50.0,3.0,2.0,Maipu,550000.0
70.0,3.0,2.0,La Florida,550000.0
58.0,2.0,2.0,Macul,530000.0
51.0,2.0,2.0,Independencia,400000.0
70.0,3.0,2.0,La Florida,630000.0
106.0,2.0,1.0,Recoleta,630000.0
64.0,2.0,1.0,La Florida,530000.0
40.0,1.0,1.0,Recoleta,400000.0
73.0,3.0,2.0,La Florida,630000.0
49.0,2.0,1.0,Puente Alto,400000.0
50.0,2.0,2.0,Independencia,400000.0
32.0,1.0,1.0,Recoleta,400000.0
64.0,2.0,1.0,Quinta Normal,400000.0
50.0,2.0,2.0,Macul,537000.0
45.0,2.0,2.0,Macul,400000.0
65.0,2.0,2.0,La Florida,539684.0
77.0,2.0,2.0,Macul,540000.0
45.0,2.0,1.0,Macul,380000.0
66.0,2.0,2.0,La Reina,625399.0
49.0,2.0,2.0,Macul,540000.0
66.0,2.0,2.0,La Reina,625000.0
50.0,3.0,2.0,Conchali,399000.0
43.0,2.0,1.0,La Cisterna,397413.0
67.0,3.0,2.0,Macul,540000.0
64.0,2.0,2.0,La Florida,540000.0
54.0,2.0,2.0,Independencia,395000.0
45.0,2.0,2.0,Recoleta,395000.0
50.0,3.0,1.0,Quilicura,395000.0
75.0,3.0,2.0,La Reina,620000.0
47.0,2.0,2.0,Estacion Central,395000.0
45.0,2.0,2.0,Recoleta,395000.0
58.0,2.0,1.0,La Granja,390000.0
50.0,3.0,1.0,Quilicura,380000.0
70.0,3.0,2.0,Recoleta,553906.0
65.0,2.0,2.0,La Florida,560000.0
68.0,2.0,2.0,La Florida,385000.0
58.0,3.0,2.0,Estacion Central,600000.0
71.0,2.0,2.0,Independencia,590000.0
42.0,3.0,1.0,La Cisterna,385000.0
55.0,3.0,1.0,La Cisterna,385000.0
122.0,3.0,2.0,Maipu,590000.0
71.0,3.0,2.0,La Florida,595000.0
46.0,2.0,2.0,La Florida,380000.0
71.0,3.0,2.0,La Florida,595000.0
76.0,3.0,2.0,La Florida,595000.0
74.0,3.0,2.0,Macul,600000.0
47.0,2.0,1.0,Independencia,385000.0
80.0,3.0,2.0,Cerrillos,600000.0
40.0,2.0,1.0,Estacion Central,385000.0
39.0,2.0,2.0,La Florida,380000.0
36.0,2.0,1.0,La Florida,383000.0
35.0,1.0,1.0,Recoleta,382885.0
42.0,1.0,1.0,Recoleta,382885.0
58.0,3.0,2.0,Macul,600000.0
60.0,2.0,1.0,Macul,600000.0
36.0,1.0,1.0,Macul,382000.0
67.0,3.0,2.0,La Florida,600000.0
58.0,3.0,2.0,Estacion Central,600000.0
70.0,2.0,2.0,Macul,600000.0
44.0,2.0,1.0,Estacion Central,380954.0
75.0,3.0,2.0,La Cisterna,600000.0
34.0,1.0,1.0,Macul,380954.0
43.0,2.0,1.0,La Cisterna,380954.0
33.0,1.0,1.0,La Florida,385000.0
56.0,3.0,1.0,Puente Alto,385000.0
79.0,3.0,2.0,Macul,590000.0
41.0,2.0,1.0,La Cisterna,386500.0
44.0,2.0,1.0,La Cisterna,390000.0
62.0,2.0,2.0,Penalolen,560000.0
5.0,3.0,2.0,Macul,560000.0
50.0,2.0,2.0,La Florida,560000.0
33.0,1.0,1.0,Estacion Central,390000.0
40.0,2.0,1.0,Estacion Central,390000.0
75.0,2.0,2.0,Macul,560000.0
46.0,2.0,1.0,Estacion Central,380000.0
65.0,2.0,2.0,Huechuraba,560000.0
45.0,2.0,1.0,La Cisterna,390000.0
75.0,3.0,2.0,Macul,560000.0
59.0,2.0,2.0,La Florida,561907.0
68.0,3.0,2.0,La Florida,565000.0
71.0,3.0,2.0,La Florida,565000.0
47.0,2.0,2.0,Estacion Central,390000.0
75.0,2.0,1.0,La Cisterna,390000.0
40.0,2.0,1.0,Independencia,390000.0
50.0,3.0,1.0,La Granja,390000.0
52.0,3.0,1.0,La Florida,380000.0
41.0,2.0,1.0,La Cisterna,389500.0
90.0,3.0,2.0,Recoleta,580000.0
70.0,3.0,2.0,La Florida,580000.0
66.0,3.0,2.0,Independencia,580000.0
59.0,3.0,2.0,Maipu,580000.0
52.0,2.0,1.0,La Reina,580000.0
55.0,2.0,2.0,Macul,584000.0
50.0,2.0,2.0,Estacion Central,380000.0
57.0,2.0,2.0,Macul,584000.0
38.0,1.0,1.0,San Joaquin,380000.0
54.0,2.0,2.0,La Cisterna,380000.0
51.0,2.0,2.0,La Florida,490000.0
72.0,2.0,2.0,Macul,530000.0
96.0,2.0,2.0,Huechuraba,630000.0
65.0,2.0,2.0,Macul,500000.0
60.0,2.0,2.0,Macul,500000.0
55.0,2.0,2.0,Estacion Central,405000.0
64.0,2.0,2.0,Macul,500000.0
57.0,3.0,2.0,La Cisterna,500000.0
69.0,2.0,2.0,Quilicura,650000.0
48.0,3.0,1.0,Quinta Normal,380000.0
47.0,2.0,2.0,Estacion Central,400001.0
70.0,3.0,2.0,La Florida,500000.0
60.0,3.0,2.0,Macul,500000.0
60.0,2.0,1.0,La Florida,500000.0
66.0,1.0,1.0,Recoleta,500000.0
48.0,1.0,1.0,Macul,400000.0
47.0,2.0,2.0,Estacion Central,406000.0
45.0,2.0,1.0,La Cisterna,400000.0
101.0,5.0,2.0,Maipu,650000.0
42.0,2.0,1.0,Estacion Central,400000.0
51.0,2.0,2.0,Penalolen,500000.0
55.0,3.0,1.0,La Cisterna,400000.0
52.0,2.0,2.0,Independencia,400000.0
55.0,2.0,1.0,Recoleta,400000.0
48.0,1.0,1.0,La Granja,400000.0
43.0,2.0,2.0,Estacion Central,400000.0
73.0,2.0,1.0,La Florida,650000.0
70.0,3.0,1.0,La Pintana,400000.0
40.0,2.0,1.0,Estacion Central,380000.0
54.0,2.0,2.0,Quinta Normal,380000.0
52.0,3.0,1.0,La Florida,500000.0
50.0,2.0,2.0,Recoleta,500000.0
52.0,2.0,2.0,Macul,500000.0
66.0,2.0,2.0,Macul,500000.0
47.0,2.0,1.0,La Cisterna,410000.0
42.0,2.0,1.0,Estacion Central,410000.0
70.0,3.0,2.0,La Cisterna,490000.0
73.0,3.0,2.0,Independencia,650000.0
56.0,2.0,2.0,La Florida,410000.0
55.0,2.0,2.0,Macul,410000.0
60.0,2.0,2.0,Recoleta,490000.0
60.0,2.0,2.0,Recoleta,490000.0
65.0,2.0,2.0,Recoleta,490000.0
54.0,3.0,1.0,Quilicura,410000.0
44.0,2.0,1.0,Estacion Central,410000.0
58.0,2.0,2.0,La Cisterna,491958.0
52.0,2.0,2.0,La Cisterna,491958.0
44.0,2.0,1.0,Estacion Central,410000.0
31.0,1.0,1.0,Macul,410000.0
50.0,2.0,2.0,Recoleta,498000.0
48.0,2.0,2.0,Recoleta,498000.0
55.0,2.0,2.0,Recoleta,499000.0
100.0,3.0,3.0,Huechuraba,650000.0
43.0,2.0,1.0,Estacion Central,410000.0
50.0,2.0,2.0,Macul,500000.0
60.0,2.0,1.0,Macul,500000.0
50.0,2.0,2.0,Macul,500000.0
44.0,2.0,1.0,Estacion Central,410000.0
45.0,2.0,2.0,Macul,500000.0
74.0,2.0,2.0,Macul,500000.0
55.0,2.0,2.0,Macul,500000.0
55.0,2.0,2.0,Macul,500000.0
60.0,3.0,2.0,Estacion Central,600000.0
44.0,2.0,1.0,Estacion Central,410000.0
84.0,2.0,2.0,Huechuraba,650000.0
60.0,2.0,2.0,Recoleta,530000.0
60.0,2.0,2.0,Recoleta,400000.0
80.0,3.0,2.0,Macul,650000.0
45.0,2.0,2.0,Estacion Central,400000.0
63.0,3.0,2.0,La Cisterna,510421.0
50.0,2.0,1.0,Quinta Normal,400000.0
46.0,1.0,1.0,Macul,400000.0
80.0,2.0,1.0,La Reina,634923.0
80.0,3.0,2.0,Macul,634923.0
46.0,2.0,2.0,La Florida,520000.0
50.0,2.0,1.0,La Cisterna,400000.0
33.0,1.0,1.0,Macul,380000.0
60.0,1.0,1.0,La Florida,400000.0
41.0,2.0,1.0,La Cisterna,400000.0
47.0,1.0,1.0,La Reina,520000.0
48.0,2.0,1.0,La Florida,520000.0
63.0,3.0,2.0,Conchali,510000.0
67.0,3.0,1.0,La Reina,520000.0
46.0,2.0,2.0,La Florida,520000.0
43.0,2.0,1.0,La Cisterna,400000.0
70.0,3.0,2.0,Estacion Central,520000.0
45.0,2.0,1.0,La Cisterna,400000.0
35.0,1.0,1.0,Estacion Central,400000.0
58.0,3.0,1.0,La Florida,400000.0
42.0,2.0,1.0,La Cisterna,400000.0
46.0,1.0,2.0,La Cisterna,400000.0
54.0,3.0,2.0,Puente Alto,400000.0
31.0,1.0,1.0,La Florida,400000.0
50.0,2.0,2.0,La Cisterna,525000.0
63.0,3.0,2.0,La Cisterna,525775.0
61.0,2.0,2.0,Independencia,400000.0
38.0,1.0,1.0,La Reina,520000.0
42.0,2.0,2.0,Estacion Central,400000.0
80.0,3.0,2.0,Macul,635000.0
40.0,1.0,1.0,San Joaquin,380000.0
60.0,2.0,2.0,Conchali,400000.0
57.0,2.0,2.0,Maipu,500000.0
42.0,1.0,1.0,Macul,400000.0
50.0,2.0,1.0,La Florida,400000.0
70.0,3.0,2.0,Maipu,650000.0
57.0,2.0,2.0,Maipu,500000.0
45.0,2.0,2.0,Estacion Central,400000.0
75.0,3.0,2.0,La Florida,500000.0
46.0,2.0,2.0,La Florida,500000.0
50.0,2.0,2.0,Estacion Central,400000.0
50.0,2.0,1.0,Independencia,380000.0
72.0,3.0,2.0,La Florida,500000.0
68.0,2.0,2.0,La Florida,500000.0
64.0,2.0,2.0,La Florida,500000.0
59.0,2.0,2.0,La Florida,500000.0
55.0,2.0,2.0,Estacion Central,380000.0
58.0,3.0,2.0,Quilicura,500000.0
67.0,2.0,2.0,La Florida,500000.0
48.0,2.0,2.0,Independencia,500000.0
51.0,2.0,2.0,La Florida,501589.0
29.0,1.0,1.0,Macul,400000.0
46.0,2.0,1.0,Independencia,400000.0
65.0,2.0,1.0,Estacion Central,400000.0
40.0,2.0,1.0,Estacion Central,507938.0
72.0,3.0,2.0,Macul,510000.0
62.0,3.0,2.0,Puente Alto,510000.0
68.0,3.0,2.0,Quilicura,510000.0
45.0,2.0,1.0,La Cisterna,400000.0
42.0,2.0,1.0,La Cisterna,400000.0
49.0,3.0,1.0,Independencia,400000.0
48.0,2.0,2.0,La Florida,520000.0
57.0,3.0,2.0,Estacion Central,450000.0
80.0,2.0,2.0,Huechuraba,700000.0
36.0,1.0,1.0,La Cisterna,320000.0
34.0,1.0,1.0,La Florida,320000.0
36.0,1.0,1.0,La Cisterna,320000.0
35.0,1.0,1.0,Estacion Central,319500.0
35.0,1.0,1.0,Estacion Central,319500.0
35.0,1.0,1.0,Recoleta,319070.0
36.0,1.0,1.0,Recoleta,319070.0
36.0,1.0,1.0,Recoleta,319070.0
34.0,1.0,1.0,Estacion Central,317500.0
50.0,2.0,2.0,La Florida,360000.0
140.0,3.0,3.0,Huechuraba,1714292.0
33.0,1.0,1.0,Independencia,317461.0
53.0,2.0,1.0,Estacion Central,360000.0
30.0,1.0,1.0,La Florida,315000.0
28.0,1.0,1.0,Estacion Central,315000.0
34.0,1.0,1.0,La Florida,360000.0
34.0,1.0,1.0,Estacion Central,313500.0
137.0,4.0,3.0,Penalolen,1200000.0
50.0,3.0,1.0,La Cisterna,360000.0
33.0,1.0,1.0,Recoleta,360000.0
42.0,2.0,1.0,Independencia,360000.0
50.0,2.0,1.0,Independencia,360000.0
78.0,3.0,1.0,La Florida,360000.0
36.0,1.0,1.0,Estacion Central,313000.0
30.0,1.0,1.0,La Florida,360000.0
46.0,2.0,1.0,Estacion Central,360000.0
34.0,1.0,1.0,Estacion Central,315000.0
35.0,1.0,1.0,Estacion Central,320000.0
57.0,3.0,1.0,Puente Alto,359000.0
33.0,1.0,1.0,Estacion Central,320000.0
42.0,1.0,1.0,Macul,320000.0
42.0,1.0,1.0,La Cisterna,350000.0
44.0,2.0,1.0,Independencia,350000.0
35.0,1.0,1.0,Estacion Central,320000.0
30.0,1.0,1.0,La Florida,320000.0
38.0,1.0,1.0,La Cisterna,320000.0
50.0,2.0,1.0,Estacion Central,350000.0
137.0,4.0,3.0,La Reina,1600000.0
135.0,4.0,3.0,La Reina,1600000.0
34.0,1.0,1.0,Estacion Central,320000.0
32.0,1.0,1.0,Estacion Central,320000.0
36.0,2.0,1.0,Independencia,350000.0
45.0,2.0,1.0,Independencia,320000.0
33.0,1.0,1.0,Estacion Central,320000.0
32.0,2.0,1.0,Independencia,320000.0
50.0,2.0,1.0,Estacion Central,350000.0
40.0,2.0,1.0,Estacion Central,320000.0
40.0,1.0,1.0,San Joaquin,350978.0
34.0,1.0,1.0,Estacion Central,320000.0
33.0,1.0,1.0,Estacion Central,355000.0
50.0,3.0,1.0,Independencia,320000.0
42.0,1.0,1.0,Recoleta,320000.0
35.0,1.0,1.0,Independencia,320000.0
35.0,2.0,1.0,Estacion Central,320000.0
33.0,1.0,1.0,Quinta Normal,320000.0
28.0,1.0,1.0,Independencia,320000.0
42.0,2.0,1.0,Estacion Central,320000.0
187.0,5.0,2.0,Recoleta,1116747.0
45.0,2.0,2.0,La Cisterna,350000.0
31.0,1.0,1.0,La Cisterna,311500.0
29.0,1.0,1.0,Estacion Central,310000.0
30.0,1.0,1.0,La Florida,305000.0
34.0,1.0,1.0,La Florida,360000.0
35.0,1.0,1.0,La Cisterna,305000.0
35.0,1.0,1.0,San Joaquin,305000.0
30.0,1.0,1.0,La Cisterna,304000.0
34.0,1.0,1.0,Recoleta,303117.0
35.0,1.0,1.0,Recoleta,303117.0
34.0,1.0,1.0,Estacion Central,300000.0
45.0,1.0,1.0,Macul,360000.0
27.0,1.0,1.0,Estacion Central,300000.0
145.0,3.0,3.0,La Reina,2000000.0
31.0,1.0,1.0,Estacion Central,300000.0
34.0,2.0,1.0,Estacion Central,340000.0
44.0,1.0,1.0,Recoleta,360000.0
53.0,2.0,1.0,La Florida,300000.0
145.0,3.0,3.0,La Reina,2000000.0
40.0,1.0,1.0,Estacion Central,300000.0
45.0,2.0,1.0,Independencia,300000.0
145.0,3.0,3.0,La Reina,2000000.0
35.0,1.0,1.0,Estacion Central,300000.0
40.0,1.0,1.0,Estacion Central,300000.0
50.0,3.0,1.0,Pudahuel,300000.0
47.0,2.0,1.0,Penalolen,300000.0
38.0,2.0,1.0,Independencia,360000.0
50.0,2.0,1.0,Estacion Central,360000.0
56.0,2.0,2.0,Estacion Central,360000.0
39.0,2.0,1.0,La Cisterna,360000.0
29.0,1.0,1.0,La Cisterna,309000.0
33.0,1.0,1.0,La Cisterna,310000.0
120.0,3.0,2.0,Colina,1079369.0
60.0,2.0,1.0,Estacion Central,310000.0
33.0,1.0,1.0,Estacion Central,310000.0
34.0,1.0,1.0,Estacion Central,310000.0
36.0,1.0,1.0,Estacion Central,310000.0
34.0,1.0,1.0,Quinta Normal,310000.0
34.0,1.0,1.0,Estacion Central,310000.0
45.0,2.0,1.0,La Florida,310000.0
45.0,2.0,1.0,Talagante,310000.0
50.0,2.0,2.0,Estacion Central,360000.0
38.0,1.0,1.0,La Florida,360000.0
28.0,1.0,1.0,Estacion Central,310000.0
38.0,2.0,1.0,Independencia,360000.0
33.0,1.0,1.0,Estacion Central,310000.0
26.0,1.0,1.0,La Florida,310000.0
34.0,1.0,1.0,La Florida,310000.0
32.0,1.0,1.0,Independencia,310000.0
32.0,1.0,1.0,Independencia,310000.0
33.0,1.0,1.0,Estacion Central,310000.0
32.0,1.0,1.0,Estacion Central,310000.0
31.0,1.0,1.0,Quinta Normal,310000.0
40.0,1.0,1.0,La Cisterna,310000.0
35.0,1.0,1.0,La Cisterna,310000.0
41.0,2.0,1.0,La Cisterna,360000.0
30.0,1.0,1.0,La Cisterna,310000.0
32.0,1.0,1.0,Estacion Central,310000.0
38.0,2.0,1.0,Independencia,360000.0
50.0,2.0,1.0,San Joaquin,450000.0
30.0,1.0,1.0,La Cisterna,311000.0
33.0,1.0,1.0,Macul,320000.0
35.0,1.0,1.0,Estacion Central,350000.0
40.0,2.0,1.0,Independencia,350000.0
32.0,1.0,1.0,Estacion Central,330000.0
30.0,1.0,1.0,La Florida,330000.0
58.0,2.0,1.0,Maipu,350000.0
40.0,3.0,1.0,Macul,350000.0
39.0,2.0,1.0,La Florida,350000.0
36.0,1.0,1.0,La Florida,350000.0
37.0,1.0,1.0,La Florida,350000.0
35.0,1.0,1.0,Macul,350000.0
27.0,1.0,1.0,Macul,350000.0
40.0,1.0,1.0,Macul,350000.0
47.0,3.0,1.0,Maipu,350000.0
37.0,2.0,1.0,La Florida,330000.0
